model,model_key,sample_idx,geometry,fluid_model,relative_l2,target_max,prediction_min,prediction_max,has_negative_prediction
Unconstrained,unconstrained,13,hyperbolic_constriction,power_law,0.5931271910667419,0.2591460943222046,-0.044761914759874344,0.09736475348472595,True
Unconstrained,unconstrained,14,hyperbolic_constriction,newtonian,0.4648241102695465,0.4964223802089691,-0.023548444733023643,0.38418886065483093,True
Unconstrained,unconstrained,17,hyperbolic_constriction,newtonian,0.20829781889915466,0.7377108931541443,-0.012795227579772472,0.47066158056259155,True
Unconstrained,unconstrained,19,hyperbolic_constriction,power_law,1.2340490818023682,0.13045574724674225,-0.1208992749452591,0.023937689140439034,True
Unconstrained,unconstrained,25,hyperbolic_constriction,power_law,0.36643660068511963,0.32815179228782654,-0.029836760833859444,0.1635318249464035,True
Unconstrained,unconstrained,30,hyperbolic_constriction,power_law,1.474488377571106,0.037652354687452316,-0.07159062474966049,0.02049071714282036,True
Unconstrained,unconstrained,34,hyperbolic_constriction,newtonian,0.3120344579219818,0.29858967661857605,-0.03688378259539604,0.2107665091753006,True
Unconstrained,unconstrained,35,hyperbolic_constriction,power_law,0.21773205697536469,0.2826694846153259,-0.05119187757372856,0.19778123497962952,True
Unconstrained,unconstrained,40,hyperbolic_constriction,newtonian,0.1799311488866806,0.36651548743247986,-0.025761758908629417,0.23305849730968475,True
Unconstrained,unconstrained,41,hyperbolic_constriction,newtonian,0.07867743819952011,0.36752212047576904,-0.007478311192244291,0.29664772748947144,True
Unconstrained,unconstrained,43,hyperbolic_constriction,power_law,0.14900611340999603,0.4195605516433716,-0.02266763523221016,0.2892400026321411,True
Unconstrained,unconstrained,46,hyperbolic_constriction,power_law,0.21022929251194,0.17077380418777466,-0.042766865342855453,0.175901859998703,True
Unconstrained,unconstrained,56,hyperbolic_constriction,newtonian,0.12654948234558105,0.698778510093689,-0.0041948710568249226,0.540118932723999,True
Unconstrained,unconstrained,63,hyperbolic_constriction,power_law,0.899941623210907,0.0882251188158989,-0.06336870044469833,0.03304808959364891,True
Unconstrained,unconstrained,86,hyperbolic_constriction,newtonian,0.34960395097732544,0.2810329496860504,-0.04052549973130226,0.2612070143222809,True
Unconstrained,unconstrained,88,hyperbolic_constriction,power_law,0.35252225399017334,0.3537914454936981,-0.04352043941617012,0.19130371510982513,True
Unconstrained,unconstrained,89,hyperbolic_constriction,newtonian,0.2604219317436218,0.31615790724754333,-0.04456007108092308,0.18481720983982086,True
Unconstrained,unconstrained,90,hyperbolic_constriction,newtonian,0.2617590129375458,0.23739631474018097,-0.05102914199233055,0.14828155934810638,True
Unconstrained,unconstrained,91,hyperbolic_constriction,power_law,1.2027925252914429,0.15229138731956482,-0.12069477140903473,0.03875171020627022,True
Unconstrained,unconstrained,93,hyperbolic_constriction,newtonian,0.6362531781196594,0.1981934905052185,-0.05415230244398117,0.07957138866186142,True
Unconstrained,unconstrained,99,hyperbolic_constriction,newtonian,0.46347805857658386,0.1522454470396042,-0.01864974945783615,0.0873257964849472,True
Unconstrained,unconstrained,106,hyperbolic_constriction,newtonian,0.16111968457698822,0.2603899836540222,-0.027425941079854965,0.19534941017627716,True
Unconstrained,unconstrained,109,hyperbolic_constriction,newtonian,0.5766617059707642,0.13981281220912933,-0.041934046894311905,0.08285244554281235,True
Unconstrained,unconstrained,110,hyperbolic_constriction,power_law,0.17748217284679413,0.15436899662017822,-0.012817169539630413,0.1686246693134308,True
