model,model_key,sample_idx,geometry,fluid_model,relative_l2,target_max,prediction_min,prediction_max,has_negative_prediction
Geometry-channel-aware,geometry_channel_aware,212,sinusoidal,power_law,0.8130418062210083,0.04108118638396263,0.0,0.06898033618927002,False
Geometry-channel-aware,geometry_channel_aware,213,sinusoidal,newtonian,0.18427246809005737,0.2424718290567398,0.0,0.18573540449142456,False
Geometry-channel-aware,geometry_channel_aware,218,sinusoidal,newtonian,0.2043987214565277,0.45421215891838074,0.0,0.38316869735717773,False
Geometry-channel-aware,geometry_channel_aware,219,sinusoidal,power_law,0.6271242499351501,0.09955015033483505,0.0,0.03376053273677826,False
Geometry-channel-aware,geometry_channel_aware,220,sinusoidal,power_law,3.4188554286956787,0.05283971130847931,0.0,0.22820746898651123,False
Geometry-channel-aware,geometry_channel_aware,222,sinusoidal,newtonian,0.19980445504188538,0.25374525785446167,0.0,0.3072949945926666,False
Geometry-channel-aware,geometry_channel_aware,224,sinusoidal,power_law,0.12492915987968445,0.23922835290431976,0.0,0.21058045327663422,False
Geometry-channel-aware,geometry_channel_aware,227,sinusoidal,power_law,0.18267878890037537,0.35903024673461914,0.0,0.2838609516620636,False
Geometry-channel-aware,geometry_channel_aware,233,sinusoidal,newtonian,0.9728479981422424,0.19573628902435303,0.0,0.3719056248664856,False
Geometry-channel-aware,geometry_channel_aware,245,sinusoidal,newtonian,0.227259561419487,0.1819748431444168,0.0,0.19238920509815216,False
Geometry-channel-aware,geometry_channel_aware,249,sinusoidal,newtonian,0.11482460796833038,0.6667985320091248,0.0,0.7430477142333984,False
Geometry-channel-aware,geometry_channel_aware,254,sinusoidal,newtonian,0.06347762048244476,0.32281363010406494,0.0,0.34548962116241455,False
Geometry-channel-aware,geometry_channel_aware,261,sinusoidal,newtonian,0.08876977115869522,0.953031599521637,0.0,1.0449837446212769,False
Geometry-channel-aware,geometry_channel_aware,262,sinusoidal,newtonian,0.3842301070690155,0.37255948781967163,0.0,0.5225586891174316,False
Geometry-channel-aware,geometry_channel_aware,264,sinusoidal,power_law,0.14107972383499146,0.45829418301582336,0.0,0.420976459980011,False
Geometry-channel-aware,geometry_channel_aware,266,sinusoidal,power_law,0.22797070443630219,0.0951462984085083,0.0,0.0794634073972702,False
Geometry-channel-aware,geometry_channel_aware,267,sinusoidal,newtonian,0.5226359963417053,0.2510928809642792,0.0,0.3766230344772339,False
Geometry-channel-aware,geometry_channel_aware,282,sinusoidal,power_law,0.19345787167549133,0.213345468044281,0.0,0.1696503609418869,False
Geometry-channel-aware,geometry_channel_aware,284,sinusoidal,power_law,0.08846252411603928,0.28798165917396545,0.0,0.2540859282016754,False
Geometry-channel-aware,geometry_channel_aware,289,sinusoidal,power_law,0.25543057918548584,0.35314053297042847,0.0,0.2668381631374359,False
Geometry-channel-aware,geometry_channel_aware,290,sinusoidal,power_law,0.20047292113304138,0.6908345818519592,0.0,0.5553167462348938,False
Geometry-channel-aware,geometry_channel_aware,297,sinusoidal,power_law,0.059574127197265625,0.7806947231292725,0.0,0.8397308588027954,False
