model,fluid_model,count,mean_relative_l2,median_relative_l2,min_relative_l2,max_relative_l2,std_relative_l2,negative_prediction_count,min_prediction
Power-law-aware,all,100,0.3122674980200827,0.22638319432735443,0.028846977278590202,1.9493464231491089,0.2921090113852133,0,0.0
Power-law-aware,newtonian,53,0.2698955966405711,0.22230787575244904,0.028846977278590202,1.5505461692810059,0.24035713317870244,0,0.0
Power-law-aware,power_law,47,0.3600485782991064,0.2401660978794098,0.0734136700630188,1.9493464231491089,0.3348044110897374,0,0.0
