model,model_key,sample_idx,geometry,fluid_model,relative_l2,target_max,prediction_min,prediction_max,has_negative_prediction
Power-law-aware,power_law_aware,3,sinusoidal,newtonian,1.7029019594192505,0.19442060589790344,0.0,0.38071131706237793,False
Power-law-aware,power_law_aware,4,sinusoidal,power_law,0.1518399715423584,0.3264071047306061,0.0,0.3403436839580536,False
Power-law-aware,power_law_aware,5,sinusoidal,newtonian,0.18660621345043182,0.3597378730773926,0.0,0.43560802936553955,False
Power-law-aware,power_law_aware,7,sinusoidal,power_law,0.12442430853843689,0.17870374023914337,0.0,0.17763987183570862,False
Power-law-aware,power_law_aware,16,sinusoidal,newtonian,0.2671266198158264,0.21692927181720734,0.0,0.1482134312391281,False
Power-law-aware,power_law_aware,18,sinusoidal,newtonian,0.05416891351342201,0.5584400296211243,0.0,0.5685734152793884,False
Power-law-aware,power_law_aware,22,sinusoidal,power_law,0.2231607884168625,0.37664663791656494,0.0,0.2716565728187561,False
Power-law-aware,power_law_aware,23,sinusoidal,newtonian,0.16447599232196808,0.17399682104587555,0.0,0.16866573691368103,False
Power-law-aware,power_law_aware,44,sinusoidal,newtonian,0.29882732033729553,0.16840219497680664,0.0,0.11194320023059845,False
Power-law-aware,power_law_aware,48,sinusoidal,newtonian,0.23387876152992249,0.5810426473617554,0.0,0.5492928624153137,False
Power-law-aware,power_law_aware,52,sinusoidal,newtonian,0.44185808300971985,0.19962646067142487,0.0,0.22792282700538635,False
Power-law-aware,power_law_aware,58,sinusoidal,newtonian,0.11810391396284103,0.4834921658039093,0.0,0.4297369718551636,False
Power-law-aware,power_law_aware,69,sinusoidal,newtonian,0.41777899861335754,0.549751877784729,0.0,0.28584590554237366,False
Power-law-aware,power_law_aware,72,sinusoidal,power_law,0.4423491954803467,0.4354799687862396,0.0,0.5093725919723511,False
Power-law-aware,power_law_aware,76,sinusoidal,newtonian,0.26111045479774475,0.24829936027526855,0.0,0.17270582914352417,False
Power-law-aware,power_law_aware,92,sinusoidal,newtonian,0.3474266231060028,0.7202280759811401,0.0,0.43216320872306824,False
Power-law-aware,power_law_aware,96,sinusoidal,power_law,0.8570556640625,0.029393373057246208,0.0,0.04556192830204964,False
Power-law-aware,power_law_aware,114,sinusoidal,power_law,0.45601388812065125,0.2571200728416443,0.0,0.1197313666343689,False
Power-law-aware,power_law_aware,117,sinusoidal,power_law,0.48671776056289673,0.31872090697288513,0.0,0.4375450909137726,False
Power-law-aware,power_law_aware,122,sinusoidal,newtonian,0.1601347178220749,0.17930381000041962,0.0,0.1536078304052353,False
Power-law-aware,power_law_aware,126,sinusoidal,power_law,1.5702590942382812,0.2550314664840698,0.0,0.5190309882164001,False
Power-law-aware,power_law_aware,129,sinusoidal,newtonian,0.11011873185634613,0.1746830940246582,0.0,0.15857349336147308,False
Power-law-aware,power_law_aware,134,sinusoidal,power_law,0.4550536870956421,0.30219802260398865,0.0,0.40722450613975525,False
Power-law-aware,power_law_aware,136,sinusoidal,newtonian,0.23481059074401855,0.3432188034057617,0.0,0.28777986764907837,False
Power-law-aware,power_law_aware,145,sinusoidal,newtonian,0.08385631442070007,0.22872015833854675,0.0,0.23715141415596008,False
Power-law-aware,power_law_aware,146,sinusoidal,power_law,0.1989394873380661,0.7369264960289001,0.0,0.6847511529922485,False
Power-law-aware,power_law_aware,148,sinusoidal,newtonian,0.08918686211109161,0.5448064804077148,0.0,0.5957217216491699,False
Power-law-aware,power_law_aware,149,sinusoidal,power_law,0.3642425537109375,0.8191092014312744,0.0,0.4626924395561218,False
Power-law-aware,power_law_aware,150,sinusoidal,power_law,0.18869735300540924,0.23493704199790955,0.0,0.19420956075191498,False
Power-law-aware,power_law_aware,151,sinusoidal,newtonian,0.35664087533950806,0.19582059979438782,0.0,0.1131090372800827,False
Power-law-aware,power_law_aware,160,sinusoidal,newtonian,0.08217180520296097,0.23550225794315338,0.0,0.2700842022895813,False
Power-law-aware,power_law_aware,163,sinusoidal,power_law,0.18710669875144958,0.27110594511032104,0.0,0.28616833686828613,False
Power-law-aware,power_law_aware,165,sinusoidal,power_law,0.170485258102417,0.30861523747444153,0.0,0.2789941728115082,False
Power-law-aware,power_law_aware,170,sinusoidal,power_law,0.11058977991342545,0.22011563181877136,0.0,0.19516144692897797,False
Power-law-aware,power_law_aware,172,sinusoidal,newtonian,0.2861970067024231,0.08246850967407227,0.0,0.06066388636827469,False
Power-law-aware,power_law_aware,174,sinusoidal,newtonian,0.2382621467113495,0.35930338501930237,0.0,0.2701107859611511,False
Power-law-aware,power_law_aware,196,sinusoidal,power_law,0.2733105421066284,0.48241329193115234,0.0,0.32581210136413574,False
Power-law-aware,power_law_aware,199,sinusoidal,newtonian,0.2476620227098465,0.09800326079130173,0.0,0.09236902743577957,False
Power-law-aware,power_law_aware,205,sinusoidal,newtonian,0.04495397210121155,0.31824955344200134,0.0,0.32060426473617554,False
Power-law-aware,power_law_aware,209,sinusoidal,power_law,0.4865931570529938,0.05162109434604645,0.0,0.0924379974603653,False
Power-law-aware,power_law_aware,212,sinusoidal,power_law,0.6023914217948914,0.04108118638396263,0.0,0.050523750483989716,False
Power-law-aware,power_law_aware,213,sinusoidal,newtonian,0.13303513824939728,0.2424718290567398,0.0,0.20468580722808838,False
Power-law-aware,power_law_aware,218,sinusoidal,newtonian,0.39988279342651367,0.45421215891838074,0.0,0.2511555850505829,False
Power-law-aware,power_law_aware,219,sinusoidal,power_law,0.5102202296257019,0.09955015033483505,0.0,0.04645320773124695,False
Power-law-aware,power_law_aware,220,sinusoidal,power_law,2.164630174636841,0.05283971130847931,0.0,0.1377270519733429,False
Power-law-aware,power_law_aware,222,sinusoidal,newtonian,0.10519280284643173,0.25374525785446167,0.0,0.28946393728256226,False
Power-law-aware,power_law_aware,224,sinusoidal,power_law,0.17994023859500885,0.23922835290431976,0.0,0.18379583954811096,False
Power-law-aware,power_law_aware,227,sinusoidal,power_law,0.23739518225193024,0.35903024673461914,0.0,0.24711424112319946,False
Power-law-aware,power_law_aware,233,sinusoidal,newtonian,0.7507434487342834,0.19573628902435303,0.0,0.25935840606689453,False
Power-law-aware,power_law_aware,245,sinusoidal,newtonian,0.27453893423080444,0.1819748431444168,0.0,0.16339360177516937,False
Power-law-aware,power_law_aware,249,sinusoidal,newtonian,0.08645490556955338,0.6667985320091248,0.0,0.6269910931587219,False
Power-law-aware,power_law_aware,254,sinusoidal,newtonian,0.09956181794404984,0.32281363010406494,0.0,0.3601241707801819,False
Power-law-aware,power_law_aware,261,sinusoidal,newtonian,0.1579812467098236,0.953031599521637,0.0,0.7846967577934265,False
Power-law-aware,power_law_aware,262,sinusoidal,newtonian,0.1454678773880005,0.37255948781967163,0.0,0.4224737286567688,False
Power-law-aware,power_law_aware,264,sinusoidal,power_law,0.25872036814689636,0.45829418301582336,0.0,0.32187461853027344,False
Power-law-aware,power_law_aware,266,sinusoidal,power_law,0.38171643018722534,0.0951462984085083,0.0,0.052046194672584534,False
Power-law-aware,power_law_aware,267,sinusoidal,newtonian,0.31121325492858887,0.2510928809642792,0.0,0.29462236166000366,False
