run,arch,sampling,held_out,seed,epochs,batch_size,learning_rate,dataset_sha256,git_commit,git_dirty,device,wall_clock_seconds
powerlaw__geo-wallstretched__holdout-expanded__seed-01,powerlaw,geo-wallstretched,expanded,1,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.695158124901354
powerlaw__geo-wallstretched__holdout-expanded__seed-02,powerlaw,geo-wallstretched,expanded,2,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.68653666600585
powerlaw__geo-wallstretched__holdout-expanded__seed-03,powerlaw,geo-wallstretched,expanded,3,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.603209417313337
powerlaw__geo-wallstretched__holdout-expanded__seed-04,powerlaw,geo-wallstretched,expanded,4,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.63453899975866
powerlaw__geo-wallstretched__holdout-hyperbolic__seed-00,powerlaw,geo-wallstretched,hyperbolic,0,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.827791499905288
powerlaw__geo-wallstretched__holdout-hyperbolic__seed-01,powerlaw,geo-wallstretched,hyperbolic,1,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.634384958073497
powerlaw__geo-wallstretched__holdout-hyperbolic__seed-02,powerlaw,geo-wallstretched,hyperbolic,2,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.671446541324258
powerlaw__geo-wallstretched__holdout-hyperbolic__seed-03,powerlaw,geo-wallstretched,hyperbolic,3,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.68606449943036
powerlaw__geo-wallstretched__holdout-hyperbolic__seed-04,powerlaw,geo-wallstretched,hyperbolic,4,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.71170483250171
powerlaw__geo-wallstretched__holdout-sinusoidal__seed-00,powerlaw,geo-wallstretched,sinusoidal,0,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.512063999660313
powerlaw__geo-wallstretched__holdout-sinusoidal__seed-01,powerlaw,geo-wallstretched,sinusoidal,1,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.482024165801704
powerlaw__geo-wallstretched__holdout-sinusoidal__seed-02,powerlaw,geo-wallstretched,sinusoidal,2,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.855907457880676
powerlaw__geo-wallstretched__holdout-sinusoidal__seed-03,powerlaw,geo-wallstretched,sinusoidal,3,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.701019667088985
powerlaw__geo-wallstretched__holdout-sinusoidal__seed-04,powerlaw,geo-wallstretched,sinusoidal,4,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.876409290358424
powerlaw__geo-wallstretched__holdout-stenosed__seed-00,powerlaw,geo-wallstretched,stenosed,0,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.741852833889425
powerlaw__geo-wallstretched__holdout-stenosed__seed-01,powerlaw,geo-wallstretched,stenosed,1,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.670742582529783
powerlaw__geo-wallstretched__holdout-stenosed__seed-02,powerlaw,geo-wallstretched,stenosed,2,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.906593416817486
powerlaw__geo-wallstretched__holdout-stenosed__seed-03,powerlaw,geo-wallstretched,stenosed,3,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.704995875246823
powerlaw__geo-wallstretched__holdout-stenosed__seed-04,powerlaw,geo-wallstretched,stenosed,4,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.69064441602677
powerlaw__geo-wallstretched__holdout-straight__seed-00,powerlaw,geo-wallstretched,straight,0,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.62344920821488
powerlaw__geo-wallstretched__holdout-straight__seed-01,powerlaw,geo-wallstretched,straight,1,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.54924275074154
powerlaw__geo-wallstretched__holdout-straight__seed-02,powerlaw,geo-wallstretched,straight,2,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.581146957352757
powerlaw__geo-wallstretched__holdout-straight__seed-03,powerlaw,geo-wallstretched,straight,3,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.521961624734104
powerlaw__geo-wallstretched__holdout-straight__seed-04,powerlaw,geo-wallstretched,straight,4,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.564190665259957
powerlaw__uniform__holdout-expanded__seed-00,powerlaw,uniform,expanded,0,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,13.768515042029321
powerlaw__uniform__holdout-expanded__seed-01,powerlaw,uniform,expanded,1,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,14.148047999478877
powerlaw__uniform__holdout-expanded__seed-02,powerlaw,uniform,expanded,2,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,14.058617250062525
powerlaw__uniform__holdout-expanded__seed-03,powerlaw,uniform,expanded,3,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,13.90797433257103
powerlaw__uniform__holdout-expanded__seed-04,powerlaw,uniform,expanded,4,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,14.010842042043805
powerlaw__uniform__holdout-hyperbolic__seed-00,powerlaw,uniform,hyperbolic,0,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,13.874241583049297
powerlaw__uniform__holdout-hyperbolic__seed-01,powerlaw,uniform,hyperbolic,1,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,13.814173792488873
powerlaw__uniform__holdout-hyperbolic__seed-02,powerlaw,uniform,hyperbolic,2,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,13.920199874788523
powerlaw__uniform__holdout-hyperbolic__seed-03,powerlaw,uniform,hyperbolic,3,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,14.07317674998194
powerlaw__uniform__holdout-hyperbolic__seed-04,powerlaw,uniform,hyperbolic,4,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,14.070520916953683
powerlaw__uniform__holdout-sinusoidal__seed-00,powerlaw,uniform,sinusoidal,0,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,14.095601291395724
powerlaw__uniform__holdout-sinusoidal__seed-01,powerlaw,uniform,sinusoidal,1,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,13.743259416893125
powerlaw__uniform__holdout-sinusoidal__seed-02,powerlaw,uniform,sinusoidal,2,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,13.890684457495809
powerlaw__uniform__holdout-sinusoidal__seed-03,powerlaw,uniform,sinusoidal,3,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,13.949949000030756
powerlaw__uniform__holdout-sinusoidal__seed-04,powerlaw,uniform,sinusoidal,4,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,13.879676542244852
powerlaw__uniform__holdout-stenosed__seed-00,powerlaw,uniform,stenosed,0,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,14.278737333603203
powerlaw__uniform__holdout-stenosed__seed-01,powerlaw,uniform,stenosed,1,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,14.396503166295588
powerlaw__uniform__holdout-stenosed__seed-02,powerlaw,uniform,stenosed,2,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,14.197501833550632
powerlaw__uniform__holdout-stenosed__seed-03,powerlaw,uniform,stenosed,3,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,14.048437625169754
powerlaw__uniform__holdout-stenosed__seed-04,powerlaw,uniform,stenosed,4,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,13.825968666933477
powerlaw__uniform__holdout-straight__seed-00,powerlaw,uniform,straight,0,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,14.500108999200165
powerlaw__uniform__holdout-straight__seed-01,powerlaw,uniform,straight,1,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,14.51326825004071
powerlaw__uniform__holdout-straight__seed-02,powerlaw,uniform,straight,2,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,14.758322916924953
powerlaw__uniform__holdout-straight__seed-03,powerlaw,uniform,straight,3,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,14.267103874124587
powerlaw__uniform__holdout-straight__seed-04,powerlaw,uniform,straight,4,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,14.70319883339107
unconstrained__geo-axial__holdout-expanded__seed-00,unconstrained,geo-axial,expanded,0,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,17.87279229145497
unconstrained__geo-axial__holdout-expanded__seed-01,unconstrained,geo-axial,expanded,1,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.03417987562716
unconstrained__geo-axial__holdout-expanded__seed-02,unconstrained,geo-axial,expanded,2,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,17.992511958815157
unconstrained__geo-axial__holdout-expanded__seed-03,unconstrained,geo-axial,expanded,3,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.031032916158438
unconstrained__geo-axial__holdout-expanded__seed-04,unconstrained,geo-axial,expanded,4,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.01695550046861
unconstrained__geo-axial__holdout-hyperbolic__seed-00,unconstrained,geo-axial,hyperbolic,0,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,17.94353749975562
unconstrained__geo-axial__holdout-hyperbolic__seed-01,unconstrained,geo-axial,hyperbolic,1,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,17.969806334003806
unconstrained__geo-axial__holdout-hyperbolic__seed-02,unconstrained,geo-axial,hyperbolic,2,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.050372540950775
unconstrained__geo-axial__holdout-hyperbolic__seed-03,unconstrained,geo-axial,hyperbolic,3,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,17.98578054085374
unconstrained__geo-axial__holdout-hyperbolic__seed-04,unconstrained,geo-axial,hyperbolic,4,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,17.983402833342552
unconstrained__geo-axial__holdout-sinusoidal__seed-00,unconstrained,geo-axial,sinusoidal,0,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.61230041552335
unconstrained__geo-axial__holdout-sinusoidal__seed-01,unconstrained,geo-axial,sinusoidal,1,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.167799375019968
unconstrained__geo-axial__holdout-sinusoidal__seed-02,unconstrained,geo-axial,sinusoidal,2,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.178844291716814
unconstrained__geo-axial__holdout-sinusoidal__seed-03,unconstrained,geo-axial,sinusoidal,3,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,17.88693866599351
unconstrained__geo-axial__holdout-sinusoidal__seed-04,unconstrained,geo-axial,sinusoidal,4,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,17.893638292327523
unconstrained__geo-axial__holdout-stenosed__seed-00,unconstrained,geo-axial,stenosed,0,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.01339495740831
unconstrained__geo-axial__holdout-stenosed__seed-01,unconstrained,geo-axial,stenosed,1,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.004454791545868
unconstrained__geo-axial__holdout-stenosed__seed-02,unconstrained,geo-axial,stenosed,2,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.026917207986116
unconstrained__geo-axial__holdout-stenosed__seed-03,unconstrained,geo-axial,stenosed,3,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.021367333829403
unconstrained__geo-axial__holdout-stenosed__seed-04,unconstrained,geo-axial,stenosed,4,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.14377429150045
unconstrained__geo-axial__holdout-straight__seed-00,unconstrained,geo-axial,straight,0,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.236389499157667
unconstrained__geo-axial__holdout-straight__seed-01,unconstrained,geo-axial,straight,1,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.564708375371993
unconstrained__geo-axial__holdout-straight__seed-02,unconstrained,geo-axial,straight,2,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.341455040499568
unconstrained__geo-axial__holdout-straight__seed-03,unconstrained,geo-axial,straight,3,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,19.341826000250876
unconstrained__geo-axial__holdout-straight__seed-04,unconstrained,geo-axial,straight,4,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.974307250231504
unconstrained__geo-wallstretched__holdout-expanded__seed-00,unconstrained,geo-wallstretched,expanded,0,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.58068725001067
unconstrained__geo-wallstretched__holdout-expanded__seed-01,unconstrained,geo-wallstretched,expanded,1,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.49484120775014
unconstrained__geo-wallstretched__holdout-expanded__seed-02,unconstrained,geo-wallstretched,expanded,2,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.63482933305204
unconstrained__geo-wallstretched__holdout-expanded__seed-03,unconstrained,geo-wallstretched,expanded,3,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.64515241701156
unconstrained__geo-wallstretched__holdout-expanded__seed-04,unconstrained,geo-wallstretched,expanded,4,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.66206149943173
unconstrained__geo-wallstretched__holdout-hyperbolic__seed-00,unconstrained,geo-wallstretched,hyperbolic,0,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.60476445965469
unconstrained__geo-wallstretched__holdout-hyperbolic__seed-01,unconstrained,geo-wallstretched,hyperbolic,1,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.567054042592645
unconstrained__geo-wallstretched__holdout-hyperbolic__seed-02,unconstrained,geo-wallstretched,hyperbolic,2,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.558641040697694
unconstrained__geo-wallstretched__holdout-hyperbolic__seed-03,unconstrained,geo-wallstretched,hyperbolic,3,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.60510416701436
unconstrained__geo-wallstretched__holdout-hyperbolic__seed-04,unconstrained,geo-wallstretched,hyperbolic,4,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.46020337473601
unconstrained__geo-wallstretched__holdout-sinusoidal__seed-00,unconstrained,geo-wallstretched,sinusoidal,0,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.358090292662382
unconstrained__geo-wallstretched__holdout-sinusoidal__seed-01,unconstrained,geo-wallstretched,sinusoidal,1,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.398028790950775
unconstrained__geo-wallstretched__holdout-sinusoidal__seed-02,unconstrained,geo-wallstretched,sinusoidal,2,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.239073917269707
unconstrained__geo-wallstretched__holdout-sinusoidal__seed-03,unconstrained,geo-wallstretched,sinusoidal,3,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.331764416769147
unconstrained__geo-wallstretched__holdout-sinusoidal__seed-04,unconstrained,geo-wallstretched,sinusoidal,4,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.25586500018835
unconstrained__geo-wallstretched__holdout-stenosed__seed-00,unconstrained,geo-wallstretched,stenosed,0,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.494813166558743
unconstrained__geo-wallstretched__holdout-stenosed__seed-01,unconstrained,geo-wallstretched,stenosed,1,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.512368499301374
unconstrained__geo-wallstretched__holdout-stenosed__seed-02,unconstrained,geo-wallstretched,stenosed,2,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.556029583327472
unconstrained__geo-wallstretched__holdout-stenosed__seed-03,unconstrained,geo-wallstretched,stenosed,3,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.57837633229792
unconstrained__geo-wallstretched__holdout-stenosed__seed-04,unconstrained,geo-wallstretched,stenosed,4,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.55397133436054
unconstrained__geo-wallstretched__holdout-straight__seed-00,unconstrained,geo-wallstretched,straight,0,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.801520999521017
unconstrained__geo-wallstretched__holdout-straight__seed-01,unconstrained,geo-wallstretched,straight,1,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,19.40435504168272
unconstrained__geo-wallstretched__holdout-straight__seed-02,unconstrained,geo-wallstretched,straight,2,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.53622616548091
unconstrained__geo-wallstretched__holdout-straight__seed-03,unconstrained,geo-wallstretched,straight,3,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.84215775039047
unconstrained__geo-wallstretched__holdout-straight__seed-04,unconstrained,geo-wallstretched,straight,4,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,18.740993834100664
unconstrained__uniform__holdout-expanded__seed-00,unconstrained,uniform,expanded,0,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,13.995972250588238
unconstrained__uniform__holdout-expanded__seed-01,unconstrained,uniform,expanded,1,1000,8192,0.0005,9e990c8bdb32afbe92f8ffd861f60ddaadb05ed32680f95d69259c3701adf966,f93559813bf07acd58fdfce71085e54825607a47,False,mps,13.956340791657567
